No.,시설물 명칭,시설물 일련번호,공사명,공사 대상 부재(또는 시설물),설계 예상시작일(yyyymmdd),설계 예상종료일(yyyymmdd),공사 예상 시작일(yyyymmdd),공사 예상종료일(yyyymmdd),공사금액(백만원),"첨부자료(설계도면, 설계내역서, 공정표 등)",비고
764,4-055 남태령역,BA060000119,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
765,5102 방화역사,BA060000120,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
766,5104 개화산역사,BA060000121,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
767,5106 김포공항역사,BA060000122,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
768,5108 송정역사,BA060000123,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
769,5110 마곡역사,BA060000124,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
770,5112 발산역사,BA060000125,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
771,5114 우장산역사,BA060000126,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
772,5116 화곡역사,BA060000127,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
773,5118 까치산역사,BA060000128,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
774,5120 신정역사,BA060000129,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
775,5122 목동역사,BA060000130,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
776,5124 오목교역사,BA060000131,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
777,5126 양평역사,BA060000132,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
778,5128 영등포구청역사,BA060000133,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
779,5130 영등포시장역사,BA060000134,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
780,5132 신길역사,BA060000135,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
781,5134 여의도역사,BA060000136,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
782,5136 여의나루역사,BA060000137,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
783,5138 마포역사,BA060000138,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
784,5140 공덕역사,BA060000139,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
785,5142 애오개역사,BA060000140,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
786,5144 충정로역사,BA060000141,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
787,5146 서대문역사,BA060000142,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
788,5148 광화문역사,BA060000143,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
789,5150 종로3가역사,BA060000144,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
790,5152 을지로4가역사,BA060000145,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
791,5154 동대문역사문화공원역사,BA060000146,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
792,5156 청구역사,BA060000147,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
793,5158 신금호역사,BA060000148,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
794,5160 행당역사,BA060000149,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
795,5162 왕십리역사,BA060000150,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
796,5164 마장역사,BA060000151,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
797,5166 답십리역사,BA060000152,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
798,5168 장한평역사,BA060000153,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
799,5170 군자역사,BA060000154,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
800,5172 아차산역사,BA060000155,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
801,5174 광나루역사,BA060000156,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
802,5176 천호역사,BA060000157,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
803,5178 강동역사,BA060000158,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
804,5180 길동역사,BA060000159,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
805,5182 굽은다리역사,BA060000160,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
806,5184 명일역사,BA060000161,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
807,5186 고덕역사,BA060000162,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
808,5188 상일동역사,BA060000163,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
809,5193 둔촌동역사,BA060000164,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
810,5196 올림픽공원역사,BA060000165,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
811,5198 방이역사,BA060000166,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
812,5200 오금역사,BA060000167,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
813,5202 개롱역사,BA060000168,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
814,5204 거여역사,BA060000169,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
815,5206 마천역사,BA060000170,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
816,6102 역촌역사,BA060000171,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
817,6104 불광역사,BA060000172,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
818,6106 독바위역사,BA060000173,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
819,6108 연신내역사,BA060000174,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
820,6110 구산역사,BA060000175,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
821,6112 응암역사,BA060000176,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
822,6114 새절역사,BA060000177,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
823,6116 증산역사,BA060000178,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
824,6118 DMC역사(디지털미디어시티역),BA060000179,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
825,6120 월드컵경기장역사,BA060000180,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
826,6122 마포구청역사,BA060000181,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
827,6124 망원역사,BA060000182,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
828,6126 합정역사,BA060000183,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
829,6128 상수역사,BA060000184,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
830,6130 광흥창역사,BA060000185,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
831,6132 대흥역사,BA060000186,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
832,6134 공덕역사,BA060000187,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
833,6136 효창공원앞역사,BA060000188,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
834,6138 삼각지역사,BA060000189,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
835,6140 녹사평역사,BA060000190,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
836,6142 이태원역사,BA060000191,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
837,6144 한강진역사,BA060000192,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
838,6146 버티고개역사,BA060000193,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
839,6148 약수역사,BA060000194,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
840,6150 청구역사,BA060000195,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
841,6152 신당역사,BA060000196,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
842,6154 동묘앞역사,BA060000197,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
843,6156 창신역사,BA060000198,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
844,6158 보문역사,BA060000199,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
845,6160 안암역사,BA060000200,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
846,6162 고려대역사,BA060000201,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
847,6164 월곡역사,BA060000202,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
848,6166 상월곡역사,BA060000203,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
849,6168 돌곶이역사,BA060000204,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
850,6170 석계역사,BA060000205,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
851,6172 태릉입구역사,BA060000206,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
852,6174 화랑대역사,BA060000207,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
853,6177 봉화산역사,BA060000208,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
854,7101 장암역사,BA060000209,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
855,7107 도봉산역사,BA060000210,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
856,7110 수락산역사,BA060000211,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
857,7112 마들역사,BA060000212,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
858,7114 노원역사,BA060000213,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
859,7116 중계역사,BA060000214,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
860,7118 하계역사,BA060000215,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
861,7120 공릉역사,BA060000216,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
862,7122 태릉입구역사,BA060000217,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
863,7124 먹골역사,BA060000218,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
864,7126 중화역사,BA060000219,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
865,7128 상봉역사,BA060000220,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
866,7130 면목역사,BA060000221,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
867,7132 사가정역사,BA060000222,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
868,7134 용마산역사,BA060000223,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
869,7136 중곡역사,BA060000224,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
870,7138 군자역사,BA060000225,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
871,7140 어린이대공원역사,BA060000226,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
872,7142 건대입구역사,BA060000227,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
873,7145 뚝섬유원지역사(고가),BA060000228,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
874,7148 청담역사,BA060000229,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
875,7150 강남구청역사,BA060000230,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
876,7152 학동역사,BA060000231,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
877,7154 논현역사,BA060000232,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
878,7156 반포역사,BA060000233,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
879,7158 고속터미널역사,BA060000234,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
880,7160 내방역사,BA060000235,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
881,7162 이수역사,BA060000236,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
882,7164 남성역사,BA060000237,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
883,7166 숭실대입구역사,BA060000238,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
884,7168 상도역사,BA060000239,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
885,7170 장승배기역사,BA060000240,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
886,7172 신대방삼거리역사,BA060000241,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
887,7174 보라매역사,BA060000242,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
888,7176 신풍역사,BA060000243,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
889,7178 대림역사,BA060000244,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
890,7180 남구로역사,BA060000245,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
891,7182 가산디지털단지,BA060000246,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
892,7184 철산역사,BA060000247,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
893,7186 광명사거리역사,BA060000248,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
894,7188 천왕역사,BA060000249,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
895,7194 온수역사,BA060000250,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
896,7197 까치울역사,BA060000251,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
897,7199 부천종합운동장역사,BA060000252,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
898,7201 춘의역사,BA060000253,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
899,7203 신중동역사,BA060000254,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
900,7205 부천시청역사,BA060000255,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
901,7207 상동역사,BA060000256,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
902,7209 삼산체육관역사,BA060000257,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
903,7211 굴포천역사,BA060000258,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
904,7213 부평구청역사,BA060000259,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
905,8102 암사역사,BA060000260,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
906,8104 천호역사,BA060000261,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
907,8106 강동구청역사,BA060000262,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
908,8108 몽촌토성역사,BA060000263,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
909,8110 잠실역사,BA060000264,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
910,8112 석촌역사,BA060000265,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
911,8114 송파역사,BA060000266,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
912,8116 가락시장역사,BA060000267,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
913,8118 문정역사,BA060000268,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
914,8120 장지역사,BA060000269,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
915,8122 복정역사,BA060000270,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
916,8126 산성역사,BA060000271,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
917,8128 남한산성입구역사,BA060000272,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
918,8130 단대오거리역사,BA060000273,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
919,8132 신흥역사,BA060000274,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
920,8134 수진역사,BA060000275,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
921,8136 모란역사,BA060000276,환기구 정비공사,환기구,,,20200102,20241231,9260000,,
922,2-056 서울대입구역,BA060000038,승강편의시설 설치 출자,승강편의시설,,,20200102,20211231,1496000000,,
923,2-060 신림역,BA060000040,승강편의시설 설치 출자,승강편의시설,,,20200102,20211231,1576000000,,
924,3-005 구파발역,BA060000062,승강편의시설 설치 출자,승강편의시설,,,20200102,20211231,1496000000,,
925,3-035 옥수역,BA060000076,승강편의시설 설치 출자,승강편의시설,,,20200102,20211231,1496000000,,
926,4-014 수유역,BA060000099,승강편의시설 설치 출자,승강편의시설,,,20200102,20211231,1496000000,,
927,4-053 사당역(4),BA060000118,승강편의시설 설치 출자,승강편의시설,,,20200102,20211231,1496000000,,
928,3-037 압구정역,BA060000077,승강편의시설 설치 출자,승강편의시설,,,20200102,20211231,765000000,,
929,4-008 창동역,BA060000098,승강편의시설 설치 출자,승강편의시설,,,20200102,20211231,765000000,,
930,2-015 왕십리역,BA060000018,승강편의시설 설치 출자,승강편의시설,,,20200102,20201231,80000000,,
931,3-049 양재역,BA060000083,승강편의시설 설치 출자,승강편의시설,,,20200102,20201231,80000000,,
932,4-006 노원역,BA060000096,승강편의시설 설치 출자,승강편의시설,,,20200102,20201231,80000000,,
933,4-022 성신여대입구역,BA060000103,승강편의시설 설치 출자,승강편의시설,,,20200102,20221231,430000000,,
934,4-002 당고개역,BA060000094,승강편의시설 설치 출자,승강편의시설,,,20200102,20211231,1667000000,,
935,4-004 상계역,BA060000095,승강편의시설 설치 출자,승강편의시설,,,20200102,20211231,1667000000,,
936,4-012 쌍문역,BA060000097,승강편의시설 설치 출자,승강편의시설,,,20200102,20211231,1666000000,,
937,3-013 홍제역,BA060000066,승강편의시설 설치 출자,승강편의시설,,,20200102,20201231,150000000,,
938,3-041 잠원역,BA060000079,승강편의시설 설치 출자,승강편의시설,,,20200102,20201231,150000000,,
939,7182 가산디지털단지,BA060000246,역사 출입구 및 캐노피 개선,승강편의시설,,,20200102,20211231,4636000000,,
940,5102 방화역사,BA060000120,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4490000,,
941,5104 개화산역사,BA060000121,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4490000,,
942,5106 김포공항역사,BA060000122,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4490000,,
943,5108 송정역사,BA060000123,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4490000,,
944,5110 마곡역사,BA060000124,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4490000,,
945,5112 발산역사,BA060000125,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4490000,,
946,5114 우장산역사,BA060000126,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4490000,,
947,5116 화곡역사,BA060000127,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4460000,,
948,5118 까치산역사,BA060000128,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
949,5120 신정역사,BA060000129,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
950,5122 목동역사,BA060000130,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
951,5124 오목교역사,BA060000131,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
952,5126 양평역사,BA060000132,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
953,5128 영등포구청역사,BA060000133,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
954,5130 영등포시장역사,BA060000134,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
955,5132 신길역사,BA060000135,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
956,5134 여의도역사,BA060000136,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
957,5136 여의나루역사,BA060000137,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
958,5138 마포역사,BA060000138,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
959,5140 공덕역사,BA060000139,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
960,5142 애오개역사,BA060000140,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
961,5144 충정로역사,BA060000141,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
962,5146 서대문역사,BA060000142,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
963,5148 광화문역사,BA060000143,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
964,5150 종로3가역사,BA060000144,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
965,5152 을지로4가역사,BA060000145,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
966,5154 동대문역사문화공원역사,BA060000146,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
967,5156 청구역사,BA060000147,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
968,5158 신금호역사,BA060000148,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
969,5160 행당역사,BA060000149,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
970,5162 왕십리역사,BA060000150,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
971,5164 마장역사,BA060000151,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
972,5166 답십리역사,BA060000152,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
973,5168 장한평역사,BA060000153,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
974,5170 군자역사,BA060000154,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
975,5172 아차산역사,BA060000155,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
976,5174 광나루역사,BA060000156,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
977,5176 천호역사,BA060000157,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
978,5178 강동역사,BA060000158,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
979,5180 길동역사,BA060000159,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
980,5182 굽은다리역사,BA060000160,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
981,5184 명일역사,BA060000161,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
982,5186 고덕역사,BA060000162,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
983,5188 상일동역사,BA060000163,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
984,5193 둔촌동역사,BA060000164,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
985,5196 올림픽공원역사,BA060000165,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
986,5198 방이역사,BA060000166,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
987,5200 오금역사,BA060000167,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
988,5202 개롱역사,BA060000168,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
989,5204 거여역사,BA060000169,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
990,5206 마천역사,BA060000170,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
991,6102 역촌역사,BA060000171,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
992,6104 불광역사,BA060000172,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
993,6106 독바위역사,BA060000173,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
994,6108 연신내역사,BA060000174,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
995,6110 구산역사,BA060000175,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
996,6112 응암역사,BA060000176,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
997,6114 새절역사,BA060000177,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
998,6116 증산역사,BA060000178,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
999,6118 DMC역사(디지털미디어시티역),BA060000179,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1000,6120 월드컵경기장역사,BA060000180,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1001,6122 마포구청역사,BA060000181,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1002,6124 망원역사,BA060000182,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1003,6126 합정역사,BA060000183,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1004,6128 상수역사,BA060000184,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1005,6130 광흥창역사,BA060000185,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1006,6132 대흥역사,BA060000186,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1007,6134 공덕역사,BA060000187,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1008,6136 효창공원앞역사,BA060000188,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1009,6138 삼각지역사,BA060000189,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1010,6140 녹사평역사,BA060000190,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1011,6142 이태원역사,BA060000191,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1012,6144 한강진역사,BA060000192,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1013,6146 버티고개역사,BA060000193,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1014,6148 약수역사,BA060000194,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1015,6150 청구역사,BA060000195,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1016,6152 신당역사,BA060000196,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1017,6154 동묘앞역사,BA060000197,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1018,6156 창신역사,BA060000198,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1019,6158 보문역사,BA060000199,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1020,6160 안암역사,BA060000200,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1021,6162 고려대역사,BA060000201,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1022,6164 월곡역사,BA060000202,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1023,6166 상월곡역사,BA060000203,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1024,6168 돌곶이역사,BA060000204,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1025,6170 석계역사,BA060000205,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1026,6172 태릉입구역사,BA060000206,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1027,6174 화랑대역사,BA060000207,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1028,6177 봉화산역사,BA060000208,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1029,7101 장암역사,BA060000209,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1030,7107 도봉산역사,BA060000210,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1031,7110 수락산역사,BA060000211,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1032,7112 마들역사,BA060000212,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1033,7114 노원역사,BA060000213,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1034,7116 중계역사,BA060000214,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1035,7118 하계역사,BA060000215,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1036,7120 공릉역사,BA060000216,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1037,7122 태릉입구역사,BA060000217,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1038,7124 먹골역사,BA060000218,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1039,7126 중화역사,BA060000219,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1040,7128 상봉역사,BA060000220,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1041,7130 면목역사,BA060000221,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1042,7132 사가정역사,BA060000222,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1043,7134 용마산역사,BA060000223,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
